query,label,query_ues,optimization_time
"SELECT COUNT(*) 
 FROM info_type AS it1,
      info_type AS it2,
      keyword AS k,
      kind_type AS kt,
      movie_info AS mi,
      movie_info_idx AS mi_idx,
      movie_keyword AS mk,
      title AS t
 WHERE it1.info = 'countries'
   AND it2.info = 'rating'
   AND k.keyword IS NOT NULL
   AND k.keyword IN ('murder',  'murder-in-title',  'blood',  'violence')
   AND kt.kind IN ('movie',  'episode')
   AND mi.info IN ('Sweden',  'Norway',  'Germany',  'Denmark',  'Swedish',  'Danish', 'Norwegian',  'German', 'USA',  'American')
   AND mi_idx.info < '8.5'
   AND t.production_year > 2005
   AND kt.id = t.kind_id
   AND t.id = mi.movie_id
   AND t.id = mk.movie_id
   AND t.id = mi_idx.movie_id
   AND mk.movie_id = mi.movie_id
   AND mk.movie_id = mi_idx.movie_id
   AND mi.movie_id = mi_idx.movie_id
   AND k.id = mk.keyword_id
   AND it1.id = mi.info_type_id
   AND it2.id = mi_idx.info_type_id;
 
",14c,"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IS NOT NULL AND k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2005 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind IN ('movie', 'episode') JOIN (SELECT mi_idx.info_type_id AS mi_idx_info_type_id, mi_idx.movie_id AS mi_idx_movie_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' AND mi_idx.info < '8.5') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND mk.movie_id = it2_mi_idx.mi_idx_movie_id JOIN movie_info AS mi ON t.id = mi.movie_id AND mk.movie_id = mi.movie_id AND mi.movie_id = it2_mi_idx.mi_idx_movie_id AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Danish', 'Norwegian', 'German', 'USA', 'American') JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries'",0.007142
"SELECT COUNT(*) 
 FROM company_name AS cn,
      company_type AS ct,
      info_type AS it1,
      info_type AS it2,
      keyword AS k,
      kind_type AS kt,
      movie_companies AS mc,
      movie_info AS mi,
      movie_info_idx AS mi_idx,
      movie_keyword AS mk,
      title AS t
 WHERE cn.country_code != '[us]'
   AND it1.info = 'countries'
   AND it2.info = 'rating'
   AND k.keyword IN ('murder',  'murder-in-title',  'blood',   'violence')
   AND kt.kind IN ('movie', 'episode')
   AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Danish', 'Norwegian', 'German', 'USA', 'American')
   AND mi_idx.info < '8.5'
   AND t.production_year > 2005
   AND kt.id = t.kind_id
   AND t.id = mi.movie_id
   AND t.id = mk.movie_id
   AND t.id = mi_idx.movie_id
   AND t.id = mc.movie_id
   AND mk.movie_id = mi.movie_id
   AND mk.movie_id = mi_idx.movie_id
   AND mk.movie_id = mc.movie_id
   AND mi.movie_id = mi_idx.movie_id
   AND mi.movie_id = mc.movie_id
   AND mc.movie_id = mi_idx.movie_id
   AND k.id = mk.keyword_id
   AND it1.id = mi.info_type_id
   AND it2.id = mi_idx.info_type_id
   AND ct.id = mc.company_type_id
   AND cn.id = mc.company_id;
 
",22d,"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2005 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind IN ('movie', 'episode') JOIN (SELECT mi_idx.info_type_id AS mi_idx_info_type_id, mi_idx.movie_id AS mi_idx_movie_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' AND mi_idx.info < '8.5') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND mk.movie_id = it2_mi_idx.mi_idx_movie_id JOIN movie_info AS mi ON t.id = mi.movie_id AND mk.movie_id = mi.movie_id AND mi.movie_id = it2_mi_idx.mi_idx_movie_id AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Danish', 'Norwegian', 'German', 'USA', 'American') JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries' JOIN movie_companies AS mc ON t.id = mc.movie_id AND mk.movie_id = mc.movie_id AND mi.movie_id = mc.movie_id AND mc.movie_id = it2_mi_idx.mi_idx_movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code <> '[us]'",0.00849
"SELECT COUNT(*) 
 FROM complete_cast AS cc,
      comp_cast_type AS cct1,
      company_name AS cn,
      company_type AS ct,
      info_type AS it1,
      keyword AS k,
      kind_type AS kt,
      movie_companies AS mc,
      movie_info AS mi,
      movie_keyword AS mk,
      title AS t
 WHERE cct1.kind = 'complete+verified'
   AND cn.country_code = '[us]'
   AND it1.info = 'release dates'
   AND kt.kind IN ('movie')
   AND mi.note LIKE '%internet%'
   AND mi.info IS NOT NULL
   AND (mi.info LIKE 'USA:% 199%'  OR mi.info LIKE 'USA:% 200%')
   AND t.production_year > 2000
   AND kt.id = t.kind_id
   AND t.id = mi.movie_id
   AND t.id = mk.movie_id
   AND t.id = mc.movie_id
   AND t.id = cc.movie_id
   AND mk.movie_id = mi.movie_id
   AND mk.movie_id = mc.movie_id
   AND mk.movie_id = cc.movie_id
   AND mi.movie_id = mc.movie_id
   AND mi.movie_id = cc.movie_id
   AND mc.movie_id = cc.movie_id
   AND k.id = mk.keyword_id
   AND it1.id = mi.info_type_id
   AND cn.id = mc.company_id
   AND ct.id = mc.company_type_id
   AND cct1.id = cc.status_id;
 
",23a,SELECT COUNT(*) FROM comp_cast_type AS cct1 JOIN complete_cast AS cc ON cct1.id = cc.status_id AND cct1.kind = 'complete+verified' JOIN title AS t ON t.id = cc.movie_id AND t.production_year > 2000 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind IN ('movie') JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = cc.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mc.movie_id AND mk.movie_id = cc.movie_id JOIN keyword AS k ON k.id = mk.keyword_id JOIN movie_info AS mi ON t.id = mi.movie_id AND mk.movie_id = mi.movie_id AND mi.movie_id = mc.movie_id AND mi.movie_id = cc.movie_id AND mi.note LIKE '%internet%' AND mi.info IS NOT NULL AND (mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:% 200%') JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates',0.00816
"SELECT COUNT(*) 
 FROM cast_info AS ci,
      info_type AS it1,
      info_type AS it2,
      movie_info AS mi,
      movie_info_idx AS mi_idx,
      name AS n,
      title AS t
 WHERE ci.note IN ('(producer)',  '(executive producer)')
   AND it1.info = 'budget'
   AND it2.info = 'votes'
   AND n.gender = 'm'
   AND n.name LIKE '%Tim%'
   AND t.id = mi.movie_id
   AND t.id = mi_idx.movie_id
   AND t.id = ci.movie_id
   AND ci.movie_id = mi.movie_id
   AND ci.movie_id = mi_idx.movie_id
   AND mi.movie_id = mi_idx.movie_id
   AND n.id = ci.person_id
   AND it1.id = mi.info_type_id
   AND it2.id = mi_idx.info_type_id;
 
",18a,"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'votes' JOIN title AS t ON t.id = mi_idx.movie_id JOIN cast_info AS ci ON t.id = ci.movie_id AND ci.movie_id = mi_idx.movie_id AND ci.note IN ('(producer)', '(executive producer)') JOIN name AS n ON n.id = ci.person_id AND n.gender = 'm' AND n.name LIKE '%Tim%' JOIN (SELECT it1.id AS it1_id, mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'budget') AS it1_mi ON t.id = it1_mi.mi_movie_id AND ci.movie_id = it1_mi.mi_movie_id AND it1_mi.mi_movie_id = mi_idx.movie_id",0.005938
"SELECT COUNT(*) 
 FROM company_type AS ct,
      info_type AS it,
      movie_companies AS mc,
      movie_info AS mi,
      title AS t
 WHERE ct.kind = 'production companies'
   AND mc.note LIKE '%(theatrical)%'
   AND mc.note LIKE '%(France)%'
   AND mi.info IN ('Sweden', 'Norway',   'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')
   AND t.production_year > 2005
   AND t.id = mi.movie_id
   AND t.id = mc.movie_id
   AND mc.movie_id = mi.movie_id
   AND ct.id = mc.company_type_id
   AND it.id = mi.info_type_id;
 
",5a,"SELECT COUNT(*) FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' AND mc.note LIKE '%(theatrical)%' AND mc.note LIKE '%(France)%' JOIN title AS t ON t.id = mc.movie_id AND t.production_year > 2005 JOIN movie_info AS mi ON t.id = mi.movie_id AND mc.movie_id = mi.movie_id AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German') JOIN info_type AS it ON it.id = mi.info_type_id",0.005259
"SELECT COUNT(*) 
 FROM company_name AS cn,
      company_type AS ct,
      keyword AS k,
      link_type AS lt,
      movie_companies AS mc,
      movie_keyword AS mk,
      movie_link AS ml,
      title AS t
 WHERE cn.country_code !='[pl]'
   AND ct.kind != 'production companies'
   AND ct.kind IS NOT NULL
   AND k.keyword IN ('sequel',  'revenge', 'based-on-novel')
   AND mc.note IS NOT NULL
   AND t.production_year > 1950
   AND lt.id = ml.link_type_id
   AND ml.movie_id = t.id
   AND t.id = mk.movie_id
   AND mk.keyword_id = k.id
   AND t.id = mc.movie_id
   AND mc.company_type_id = ct.id
   AND mc.company_id = cn.id
   AND ml.movie_id = mk.movie_id
   AND ml.movie_id = mc.movie_id
   AND mk.movie_id = mc.movie_id;
 
",11d,"SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id JOIN title AS t ON ml.movie_id = t.id AND t.production_year > 1950 JOIN movie_companies AS mc ON t.id = mc.movie_id AND ml.movie_id = mc.movie_id AND mc.note IS NOT NULL JOIN company_type AS ct ON mc.company_type_id = ct.id AND ct.kind <> 'production companies' AND ct.kind IS NOT NULL JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code <> '[pl]' JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword IN ('sequel', 'revenge', 'based-on-novel')) AS k_mk ON t.id = k_mk.mk_movie_id AND ml.movie_id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mc.movie_id",0.006145
"SELECT COUNT(*) 
 FROM aka_name AS an,
      complete_cast AS cc,
      comp_cast_type AS cct1,
      comp_cast_type AS cct2,
      char_name AS chn,
      cast_info AS ci,
      company_name AS cn,
      info_type AS it,
      info_type AS it3,
      keyword AS k,
      movie_companies AS mc,
      movie_info AS mi,
      movie_keyword AS mk,
      name AS n,
      person_info AS pi,
      role_type AS rt,
      title AS t
 WHERE cct1.kind ='cast'
   AND cct2.kind ='complete+verified'
   AND chn.name = 'Queen'
   AND ci.note IN ('(voice)', '(voice) (uncredited)', '(voice: English version)')
   AND cn.country_code ='[us]'
   AND it.info = 'release dates'
   AND it3.info = 'height'
   AND k.keyword = 'computer-animation'
   AND mi.info LIKE 'USA:%200%'
   AND n.gender ='f'
   AND n.name LIKE '%An%'
   AND rt.role ='actress'
   AND t.title = 'Shrek 2'
   AND t.production_year BETWEEN 2000 AND 2005
   AND t.id = mi.movie_id
   AND t.id = mc.movie_id
   AND t.id = ci.movie_id
   AND t.id = mk.movie_id
   AND t.id = cc.movie_id
   AND mc.movie_id = ci.movie_id
   AND mc.movie_id = mi.movie_id
   AND mc.movie_id = mk.movie_id
   AND mc.movie_id = cc.movie_id
   AND mi.movie_id = ci.movie_id
   AND mi.movie_id = mk.movie_id
   AND mi.movie_id = cc.movie_id
   AND ci.movie_id = mk.movie_id
   AND ci.movie_id = cc.movie_id
   AND mk.movie_id = cc.movie_id
   AND cn.id = mc.company_id
   AND it.id = mi.info_type_id
   AND n.id = ci.person_id
   AND rt.id = ci.role_id
   AND n.id = an.person_id
   AND ci.person_id = an.person_id
   AND chn.id = ci.person_role_id
   AND n.id = pi.person_id
   AND ci.person_id = pi.person_id
   AND it3.id = pi.info_type_id
   AND k.id = mk.keyword_id
   AND cct1.id = cc.subject_id
   AND cct2.id = cc.status_id;
 
",29b,"SELECT COUNT(*) FROM comp_cast_type AS cct1 JOIN (SELECT cc.status_id AS cc_status_id, cc.movie_id AS cc_movie_id, cc.subject_id AS cc_subject_id, t.id AS t_id FROM complete_cast AS cc JOIN title AS t ON t.id = cc.movie_id AND t.title = 'Shrek 2' AND t.production_year BETWEEN 2000 AND 2005) AS cc_t ON cct1.id = cc_t.cc_subject_id AND cct1.kind = 'cast' JOIN comp_cast_type AS cct2 ON cct2.id = cc_t.cc_status_id AND cct2.kind = 'complete+verified' JOIN movie_companies AS mc ON cc_t.t_id = mc.movie_id AND mc.movie_id = cc_t.cc_movie_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword = 'computer-animation') AS k_mk ON cc_t.t_id = k_mk.mk_movie_id AND mc.movie_id = k_mk.mk_movie_id AND k_mk.mk_movie_id = cc_t.cc_movie_id JOIN cast_info AS ci ON cc_t.t_id = ci.movie_id AND mc.movie_id = ci.movie_id AND ci.movie_id = k_mk.mk_movie_id AND ci.movie_id = cc_t.cc_movie_id AND ci.note IN ('(voice)', '(voice) (uncredited)', '(voice: English version)') JOIN char_name AS chn ON chn.id = ci.person_role_id AND chn.name = 'Queen' JOIN role_type AS rt ON rt.id = ci.role_id AND rt.role = 'actress' JOIN name AS n ON n.id = ci.person_id AND n.gender = 'f' AND n.name LIKE '%An%' JOIN aka_name AS an ON n.id = an.person_id AND ci.person_id = an.person_id JOIN (SELECT it3.id AS it3_id, pi.person_id AS pi_person_id, pi.info_type_id AS pi_info_type_id FROM person_info AS pi JOIN info_type AS it3 ON it3.id = pi.info_type_id AND it3.info = 'height') AS it3_pi ON n.id = it3_pi.pi_person_id AND ci.person_id = it3_pi.pi_person_id JOIN movie_info AS mi ON cc_t.t_id = mi.movie_id AND mc.movie_id = mi.movie_id AND mi.movie_id = ci.movie_id AND mi.movie_id = k_mk.mk_movie_id AND mi.movie_id = cc_t.cc_movie_id AND mi.info LIKE 'USA:%200%' JOIN info_type AS it ON it.id = mi.info_type_id AND it.info = 'release dates'",0.016084
"SELECT COUNT(*) 
 FROM char_name AS chn,
      cast_info AS ci,
      company_name AS cn,
      company_type AS ct,
      movie_companies AS mc,
      role_type AS rt,
      title AS t
 WHERE ci.note LIKE '%(producer)%'
   AND cn.country_code = '[ru]'
   AND rt.role = 'actor'
   AND t.production_year > 2010
   AND t.id = mc.movie_id
   AND t.id = ci.movie_id
   AND ci.movie_id = mc.movie_id
   AND chn.id = ci.person_role_id
   AND rt.id = ci.role_id
   AND cn.id = mc.company_id
   AND ct.id = mc.company_type_id;
 
",10b,SELECT COUNT(*) FROM cast_info AS ci JOIN role_type AS rt ON rt.id = ci.role_id AND rt.role = 'actor' AND ci.note LIKE '%(producer)%' JOIN title AS t ON t.id = ci.movie_id AND t.production_year > 2010 JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[ru]',0.004329
"SELECT COUNT(*) 
 FROM cast_info AS ci,
      keyword AS k,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE k.keyword IN ('superhero', 'sequel', 'second-part',  'marvel-comics', 'based-on-comic', 'tv-special', 'fight','violence')
   AND t.production_year > 2000
   AND k.id = mk.keyword_id
   AND t.id = mk.movie_id
   AND t.id = ci.movie_id
   AND ci.movie_id = mk.movie_id
   AND n.id = ci.person_id;
 
",6f,"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2000 JOIN cast_info AS ci ON t.id = ci.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id",0.00214
"SELECT COUNT(*) 
 FROM aka_title AS at,
      company_name AS cn,
      company_type AS ct,
      info_type AS it1,
      keyword AS k,
      movie_companies AS mc,
      movie_info AS mi,
      movie_keyword AS mk,
      title AS t
 WHERE cn.country_code = '[us]'
   AND it1.info = 'release dates'
   AND mc.note LIKE '%(200%)%'
   AND mc.note LIKE '%(worldwide)%'
   AND mi.note LIKE '%internet%'
   AND mi.info LIKE 'USA:% 200%'
   AND t.production_year > 2000
   AND t.id = at.movie_id
   AND t.id = mi.movie_id
   AND t.id = mk.movie_id
   AND t.id = mc.movie_id
   AND mk.movie_id = mi.movie_id
   AND mk.movie_id = mc.movie_id
   AND mk.movie_id = at.movie_id
   AND mi.movie_id = mc.movie_id
   AND mi.movie_id = at.movie_id
   AND mc.movie_id = at.movie_id
   AND k.id = mk.keyword_id
   AND it1.id = mi.info_type_id
   AND cn.id = mc.company_id
   AND ct.id = mc.company_type_id;
 
",15a,SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note LIKE '%internet%' AND mi.info LIKE 'USA:% 200%' JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 2000 JOIN aka_title AS at ON t.id = at.movie_id AND mi.movie_id = at.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mi.movie_id = mc.movie_id AND mc.movie_id = at.movie_id AND mc.note LIKE '%(200%)%' AND mc.note LIKE '%(worldwide)%' JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi.movie_id AND mk.movie_id = mc.movie_id AND mk.movie_id = at.movie_id JOIN keyword AS k ON k.id = mk.keyword_id,0.007249
"SELECT COUNT(*) 
 FROM company_type AS ct,
      info_type AS it,
      movie_companies AS mc,
      movie_info_idx AS mi_idx,
      title AS t
 WHERE ct.kind = 'production companies'
   AND it.info = 'top 250 rank'
   AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%'
   AND (mc.note LIKE '%(co-production)%'   OR mc.note LIKE '%(presents)%')
   AND ct.id = mc.company_type_id
   AND t.id = mc.movie_id
   AND t.id = mi_idx.movie_id
   AND mc.movie_id = mi_idx.movie_id
   AND it.id = mi_idx.info_type_id;
 
",1a,"SELECT COUNT(*) FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND (mc.note LIKE '%(co-production)%' OR mc.note LIKE '%(presents)%') JOIN title AS t ON t.id = mc.movie_id JOIN (SELECT mi_idx.info_type_id AS mi_idx_info_type_id, mi_idx.movie_id AS mi_idx_movie_id, it.id AS it_id FROM movie_info_idx AS mi_idx JOIN info_type AS it ON it.id = mi_idx.info_type_id AND it.info = 'top 250 rank') AS it_mi_idx ON t.id = it_mi_idx.mi_idx_movie_id AND mc.movie_id = it_mi_idx.mi_idx_movie_id",0.004245
"SELECT COUNT(*) 
 FROM info_type AS it,
      keyword AS k,
      movie_info_idx AS mi_idx,
      movie_keyword AS mk,
      title AS t
 WHERE it.info ='rating'
   AND k.keyword LIKE '%sequel%'
   AND mi_idx.info > '5.0'
   AND t.production_year > 2005
   AND t.id = mi_idx.movie_id
   AND t.id = mk.movie_id
   AND mk.movie_id = mi_idx.movie_id
   AND k.id = mk.keyword_id
   AND it.id = mi_idx.info_type_id;
 
",4a,"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it ON it.id = mi_idx.info_type_id AND it.info = 'rating' AND mi_idx.info > '5.0' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year > 2005 JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword LIKE '%sequel%') AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mi_idx.movie_id",0.004029
"SELECT COUNT(*) 
 FROM cast_info AS ci,
      company_name AS cn,
      keyword AS k,
      movie_companies AS mc,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE k.keyword ='character-name-in-title'
   AND n.name LIKE '%Bert%'
   AND n.id = ci.person_id
   AND ci.movie_id = t.id
   AND t.id = mk.movie_id
   AND mk.keyword_id = k.id
   AND t.id = mc.movie_id
   AND mc.company_id = cn.id
   AND ci.movie_id = mc.movie_id
   AND ci.movie_id = mk.movie_id
   AND mc.movie_id = mk.movie_id;
 
",17d,SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id AND n.name LIKE '%Bert%',0.003258
"SELECT COUNT(*) 
 FROM info_type AS it,
      keyword AS k,
      movie_info_idx AS mi_idx,
      movie_keyword AS mk,
      title AS t
 WHERE it.info ='rating'
   AND k.keyword LIKE '%sequel%'
   AND mi_idx.info > '9.0'
   AND t.production_year > 2010
   AND t.id = mi_idx.movie_id
   AND t.id = mk.movie_id
   AND mk.movie_id = mi_idx.movie_id
   AND k.id = mk.keyword_id
   AND it.id = mi_idx.info_type_id;
 
",4b,"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it ON it.id = mi_idx.info_type_id AND it.info = 'rating' AND mi_idx.info > '9.0' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year > 2010 JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword LIKE '%sequel%') AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mi_idx.movie_id",0.003913
"SELECT COUNT(*) 
 FROM aka_name AS an,
      cast_info AS ci,
      info_type AS it,
      link_type AS lt,
      movie_link AS ml,
      name AS n,
      person_info AS pi,
      title AS t
 WHERE an.name LIKE '%a%'
   AND it.info ='mini biography'
   AND lt.link ='features'
   AND n.name_pcode_cf BETWEEN 'A' AND 'F'
   AND (n.gender='m' OR (n.gender = 'f' AND n.name LIKE 'B%'))
   AND pi.note ='Volker Boehm'
   AND t.production_year BETWEEN 1980 AND 1995
   AND n.id = an.person_id
   AND n.id = pi.person_id
   AND ci.person_id = n.id
   AND t.id = ci.movie_id
   AND ml.linked_movie_id = t.id
   AND lt.id = ml.link_type_id
   AND it.id = pi.info_type_id
   AND pi.person_id = an.person_id
   AND pi.person_id = ci.person_id
   AND an.person_id = ci.person_id
   AND ci.movie_id = ml.linked_movie_id;
 
",7a,"SELECT COUNT(*) FROM person_info AS pi JOIN info_type AS it ON it.id = pi.info_type_id AND it.info = 'mini biography' AND pi.note = 'Volker Boehm' JOIN name AS n ON n.id = pi.person_id AND n.name_pcode_cf BETWEEN 'A' AND 'F' AND (n.gender = 'm' OR n.gender = 'f' AND n.name LIKE 'B%') AND (n.gender = 'm' OR n.gender = 'f' AND n.name LIKE 'B%') JOIN aka_name AS an ON n.id = an.person_id AND pi.person_id = an.person_id AND an.name LIKE '%a%' JOIN cast_info AS ci ON ci.person_id = n.id AND pi.person_id = ci.person_id AND an.person_id = ci.person_id JOIN title AS t ON t.id = ci.movie_id AND t.production_year BETWEEN 1980 AND 1995 JOIN (SELECT ml.link_type_id AS ml_link_type_id, ml.linked_movie_id AS ml_linked_movie_id, lt.id AS lt_id FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id AND lt.link = 'features') AS lt_ml ON lt_ml.ml_linked_movie_id = t.id AND ci.movie_id = lt_ml.ml_linked_movie_id",0.008248
